nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
        79  2.555753301E-01  2.890327632E-01 -1.809953519E-01  1.314474603E-02 -1.018393652E-01 -1.809953519E-01  2.890327632E-01  2.555753301E-01 
        80  2.546952804E-01  2.876353210E-01 -1.809924526E-01  4.463116183E-03 -1.177200750E-02 -1.809924526E-01  2.876353210E-01  2.546952804E-01 
        81  2.544266472E-01  2.872087315E-01 -1.809920383E-01  3.004848824E-05 -1.048378341E-08 -1.809920383E-01  2.872087315E-01  2.544266472E-01 
        82  2.544462757E-01  2.872399018E-01 -1.809854512E-01  4.617561359E-05 -9.877628369E-07 -1.809854512E-01  2.872399018E-01  2.544462757E-01 
        83  2.555667906E-01  2.890192055E-01 -1.809634536E-01  2.464130244E-02 -1.787310903E-01 -1.809634536E-01  2.890192055E-01  2.555667906E-01 
        84  2.551491258E-01  2.883559752E-01 -1.809556846E-01  2.196222160E-01  0.000000000E+00 -1.809556846E-01  2.883559752E-01  2.551491258E-01 
        85  2.545507804E-01  2.874058254E-01 -1.809546522E-01  7.280204465E-04 -4.343181230E-04 -1.809546522E-01  2.874058254E-01  2.545507804E-01 
        86  2.548759655E-01  2.879222131E-01 -1.809488738E-01  5.005736601E-03 -1.368208360E-02 -1.809488738E-01  2.879222131E-01  2.548759655E-01 
        87  2.555558796E-01  2.890018827E-01 -1.809273937E-01  4.747128177E-02 -1.270616308E-01 -1.809273937E-01  2.890018827E-01  2.555558796E-01 
        88  2.556289434E-01  2.891178727E-01 -1.809067428E-01  0.000000000E+00 -2.757971067E-01 -1.809067428E-01  2.891178727E-01  2.556289434E-01 
        89  2.552946451E-01  2.885870604E-01 -1.809054843E-01  3.320799605E-01  0.000000000E+00 -1.809054843E-01  2.885870604E-01  2.552946451E-01 
        90  2.546339638E-01  2.875379456E-01 -1.808955800E-01  3.386550394E-03 -7.750877912E-03 -1.808955800E-01  2.875379456E-01  2.546339638E-01 
        91  2.556221608E-01  2.891071057E-01 -1.808871899E-01  1.332646026E-02 -1.062931431E-01 -1.808871899E-01  2.891071057E-01  2.556221608E-01 
        92  2.544139326E-01  2.871885598E-01 -1.808764338E-01  0.000000000E+00  1.931058354E-03 -1.808764338E-01  2.871885598E-01  2.544139326E-01 
        93  2.544270452E-01  2.872093828E-01 -1.808720062E-01  2.248303331E-05 -3.294179565E-08 -1.808720062E-01  2.872093828E-01  2.544270452E-01 
        94  2.545006017E-01  2.873261877E-01 -1.808710988E-01  2.190430236E-04 -4.119651727E-05 -1.808710988E-01  2.873261877E-01  2.545006017E-01 
        95  2.548255026E-01  2.878420949E-01 -1.808672994E-01  6.929432263E-03 -2.645085744E-02 -1.808672994E-01  2.878420949E-01  2.548255026E-01 
        96  2.544427656E-01  2.872343471E-01 -1.808665289E-01  3.821184064E-05 -2.359995499E-07 -1.808665289E-01  2.872343471E-01  2.544427656E-01 
        97  2.556137086E-01  2.890936883E-01 -1.808651848E-01  2.071721419E-02 -2.193788592E-01 -1.808651848E-01  2.890936883E-01  2.556137086E-01 
        98  2.544616378E-01  2.872643168E-01 -1.808613646E-01  6.553911811E-05 -2.422042222E-06 -1.808613646E-01  2.872643168E-01  2.544616378E-01 
        99  2.554178235E-01  2.887826260E-01 -1.808564373E-01  3.375834852E-01  0.000000000E+00 -1.808564373E-01  2.887826260E-01  2.554178235E-01 
       100  2.556032847E-01  2.890771410E-01 -1.808403081E-01  2.243978950E-02 -1.634921984E-01 -1.808403081E-01  2.890771410E-01  2.556032847E-01 
       101  2.547314167E-01  2.876926959E-01 -1.808291823E-01  7.699629638E-03 -3.035139427E-02 -1.808291823E-01  2.876926959E-01  2.547314167E-01 
       102  2.555203804E-01  2.889454867E-01 -1.808280569E-01  1.666926712E-01 -2.335017882E-02 -1.808280569E-01  2.889454867E-01  2.555203804E-01 
       103  2.556587756E-01  2.891652584E-01 -1.808256954E-01  0.000000000E+00 -1.057248475E-01 -1.808256954E-01  2.891652584E-01  2.556587756E-01 
       104  2.556523858E-01  2.891551105E-01 -1.808118911E-01  1.197106636E-02 -8.426649021E-02 -1.808118911E-01  2.891551105E-01  2.556523858E-01 
       105  2.545618141E-01  2.874233698E-01 -1.808099430E-01  1.580138298E-03 -1.935734677E-03 -1.808099430E-01  2.874233698E-01  2.545618141E-01 
       106  2.556445736E-01  2.891427036E-01 -1.807959385E-01  1.943777225E-02 -1.917255011E-01 -1.807959385E-01  2.891427036E-01  2.556445736E-01 
       107  2.556349413E-01  2.891274062E-01 -1.807776367E-01  1.956055733E-02 -1.963203108E-01 -1.807776367E-01  2.891274062E-01  2.556349413E-01 
       108  2.549059592E-01  2.879698393E-01 -1.807608378E-01  2.361823790E-02 -5.687865800E-03 -1.807608378E-01  2.879698393E-01  2.549059592E-01 
       109  2.544305325E-01  2.872148752E-01 -1.807557195E-01  0.000000000E+00  4.187946324E-03 -1.807557195E-01  2.872148752E-01  2.544305325E-01 
       110  2.556851506E-01  2.892071605E-01 -1.807540059E-01  0.000000000E+00 -3.576697524E-01 -1.807540059E-01  2.892071605E-01  2.556851506E-01 
       111  2.544447996E-01  2.872375375E-01 -1.807519304E-01  1.682297700E-05 -1.996288448E-07 -1.807519304E-01  2.872375375E-01  2.544447996E-01 
       112  2.544617977E-01  2.872645380E-01 -1.807475688E-01  5.351535489E-05 -2.222358080E-06 -1.807475688E-01  2.872645380E-01  2.544617977E-01 
       113  2.544820483E-01  2.872967049E-01 -1.807437389E-01  2.762752331E-04 -6.511842045E-05 -1.807437389E-01  2.872967049E-01  2.544820483E-01 
       114  2.556770148E-01  2.891942365E-01 -1.807401259E-01  1.274598027E-02 -9.607158061E-02 -1.807401259E-01  2.891942365E-01  2.556770148E-01 
       115  2.546408869E-01  2.875489405E-01 -1.807278341E-01  5.615792503E-03 -1.831336976E-02 -1.807278341E-01  2.875489405E-01  2.546408869E-01 
       116  2.556671399E-01  2.891785502E-01 -1.807243324E-01  2.129848057E-02 -2.320051690E-01 -1.807243324E-01  2.891785502E-01  2.556671399E-01 
       117  2.548072338E-01  2.878130674E-01 -1.807176322E-01  7.784226502E-03 -3.472436003E-02 -1.807176322E-01  2.878130674E-01  2.548072338E-01 
       118  2.556551204E-01  2.891594569E-01 -1.807066850E-01  2.391145739E-02 -2.887140075E-01 -1.807066850E-01  2.891594569E-01  2.556551204E-01 
       119  2.555858174E-01  2.890494216E-01 -1.807054871E-01  9.049389847E-02 -1.014026223E-01 -1.807054871E-01  2.890494216E-01  2.555858174E-01 
       120  2.552191249E-01  2.884671378E-01 -1.806794527E-01  3.250440655E-01  0.000000000E+00 -1.806794527E-01  2.884671378E-01  2.552191249E-01 
       121  2.550555229E-01  2.882073416E-01 -1.806725384E-01  1.718686273E-01  0.000000000E+00 -1.806725384E-01  2.882073416E-01  2.550555229E-01 
       122  2.553520805E-01  2.886782535E-01 -1.806701267E-01  4.285485490E-01  0.000000000E+00 -1.806701267E-01  2.886782535E-01  2.553520805E-01 
       123  2.545615383E-01  2.874229249E-01 -1.806662163E-01  2.209849826E-03 -3.754908737E-03 -1.806662163E-01  2.874229249E-01  2.545615383E-01 
       124  2.554818858E-01  2.888843783E-01 -1.806391272E-01  3.902416424E-01  0.000000000E+00 -1.806391272E-01  2.888843783E-01  2.554818858E-01 
       125  2.556935549E-01  2.892205119E-01 -1.806248277E-01  0.000000000E+00 -3.750768173E-01 -1.806248277E-01  2.892205119E-01  2.556935549E-01 
       126  2.544452846E-01  2.872382998E-01 -1.806172878E-01  0.000000000E+00  3.061841592E-03 -1.806172878E-01  2.872382998E-01  2.544452846E-01 
       127  2.544587054E-01  2.872596166E-01 -1.806150571E-01  3.677591491E-05 -1.941706776E-07 -1.806150571E-01  2.872596166E-01  2.544587054E-01 
       128  2.556844064E-01  2.892059767E-01 -1.806140409E-01  1.746845166E-02 -1.800114276E-01 -1.806140409E-01  2.892059767E-01  2.556844064E-01 
       129  2.544744594E-01  2.872846393E-01 -1.806126617E-01  7.055518070E-05 -2.577382264E-06 -1.806126617E-01  2.872846393E-01  2.544744594E-01 
       130  2.544929023E-01  2.873139330E-01 -1.806109474E-01  3.544649083E-04 -9.462604206E-05 -1.806109474E-01  2.873139330E-01  2.544929023E-01 
       131  2.556271708E-01  2.891150569E-01 -1.806060503E-01  3.066546197E-02 -1.530459280E-01 -1.806060503E-01  2.891150569E-01  2.556271708E-01 
       132  2.556733100E-01  2.891883465E-01 -1.806020519E-01  2.669828190E-02 -3.635796267E-01 -1.806020519E-01  2.891883465E-01  2.556733100E-01 
       133  2.556598538E-01  2.891669676E-01 -1.805890710E-01  2.299979020E-02 -2.876287520E-01 -1.805890710E-01  2.891669676E-01  2.556598538E-01 
       134  2.547291219E-01  2.876890600E-01 -1.805860549E-01  1.058982826E-02 -5.737884848E-02 -1.805860549E-01  2.876890600E-01  2.547291219E-01 
       135  2.546265786E-01  2.875262197E-01 -1.805799041E-01  6.052328748E-03 -2.067196781E-02 -1.805799041E-01  2.875262197E-01  2.546265786E-01 
       136  2.548448741E-01  2.878728509E-01 -1.805692762E-01  1.721316182E-02 -2.211094758E-02 -1.805692762E-01  2.878728509E-01  2.548448741E-01 
       137  2.549472451E-01  2.880354226E-01 -1.805525273E-01  8.811065110E-02  0.000000000E+00 -1.805525273E-01  2.880354226E-01  2.549472451E-01 
       138  2.555774231E-01  2.890360785E-01 -1.805421635E-01  1.839846862E-01  0.000000000E+00 -1.805421635E-01  2.890360785E-01  2.555774231E-01 
       139  2.545642174E-01  2.874271770E-01 -1.805251771E-01  2.505218485E-03 -4.178602008E-03 -1.805251771E-01  2.874271770E-01  2.545642174E-01 
       140  2.557014823E-01  2.892330885E-01 -1.805187464E-01  0.000000000E+00 -9.583733337E-01 -1.805187464E-01  2.892330885E-01  2.557014823E-01 
       141  2.556895221E-01  2.892140972E-01 -1.805089360E-01  2.300755079E-02 -2.909130589E-01 -1.805089360E-01  2.892140972E-01  2.556895221E-01 
       142  2.546108334E-01  2.875012125E-01 -1.805029780E-01  5.179556297E-03 -1.389479713E-02 -1.805029780E-01  2.875012125E-01  2.546108334E-01 
       143  2.556749963E-01  2.891910317E-01 -1.804983726E-01  2.790218547E-02 -4.016549131E-01 -1.804983726E-01  2.891910317E-01  2.556749963E-01 
       144  2.552928926E-01  2.885842901E-01 -1.804914419E-01  3.922648610E-01  0.000000000E+00 -1.804914419E-01  2.885842901E-01  2.552928926E-01 
       145  2.556573440E-01  2.891630010E-01 -1.804875526E-01  4.347966091E-02 -1.496000610E-01 -1.804875526E-01  2.891630010E-01  2.556573440E-01 
       146  2.546519292E-01  2.875664508E-01 -1.804718725E-01  8.038459629E-03 -3.432801125E-02 -1.804718725E-01  2.875664508E-01  2.546519292E-01 
       147  2.544613183E-01  2.872637808E-01 -1.804667115E-01  0.000000000E+00  7.904491581E-03 -1.804667115E-01  2.872637808E-01  2.544613183E-01 
       148  2.544730765E-01  2.872824527E-01 -1.804660163E-01  5.651184418E-05 -1.665780065E-06 -1.804660163E-01  2.872824527E-01  2.544730765E-01 
       149  2.545032814E-01  2.873304177E-01 -1.804657506E-01  5.900471947E-04 -2.578509618E-04 -1.804657506E-01  2.873304177E-01  2.545032814E-01 
       150  2.544869484E-01  2.873044812E-01 -1.804655695E-01  1.591754371E-04 -2.005840999E-05 -1.804655695E-01  2.873044812E-01  2.544869484E-01 
       151  2.554041298E-01  2.887609291E-01 -1.804529554E-01  4.694371389E-01  0.000000000E+00 -1.804529554E-01  2.887609291E-01  2.554041298E-01 
       152  2.545998334E-01  2.874837245E-01 -1.804357404E-01  4.372475044E-03 -1.098824660E-02 -1.804357404E-01  2.874837245E-01  2.545998334E-01 
       153  2.555139647E-01  2.889353502E-01 -1.804225167E-01  4.029325481E-01  0.000000000E+00 -1.804225167E-01  2.889353502E-01  2.555139647E-01 
       154  2.547924817E-01  2.877896428E-01 -1.804221421E-01  3.023615158E-02 -3.713788815E-02 -1.804221421E-01  2.877896428E-01  2.547924817E-01 
       155  2.545536161E-01  2.874103410E-01 -1.804155709E-01  1.624955298E-03 -1.479274915E-03 -1.804155709E-01  2.874103410E-01  2.545536161E-01 
       156  2.555975324E-01  2.890680420E-01 -1.803942441E-01  1.929699340E-01  0.000000000E+00 -1.803942441E-01  2.890680420E-01  2.555975324E-01 
       157  2.545214579E-01  2.873592901E-01 -1.803937315E-01  7.603467213E-04 -3.281011233E-04 -1.803937315E-01  2.873592901E-01  2.545214579E-01 
       158  2.545073453E-01  2.873368698E-01 -1.803926479E-01  3.192532575E-04 -6.878990235E-05 -1.803926479E-01  2.873368698E-01  2.545073453E-01 
       159  2.544857264E-01  2.873025239E-01 -1.803919971E-01  0.000000000E+00  1.015955888E-02 -1.803919971E-01  2.873025239E-01  2.544857264E-01 
       160  2.544955747E-01  2.873181699E-01 -1.803921039E-01  8.363188883E-05 -6.317534761E-06 -1.803921039E-01  2.873181699E-01  2.544955747E-01 
       161  2.557109892E-01  2.892481685E-01 -1.803917140E-01  0.000000000E+00 -1.561429495E+00 -1.803917140E-01  2.892481685E-01  2.557109892E-01 
       162  2.551684546E-01  2.883866727E-01 -1.803847096E-01  3.212122823E-01  0.000000000E+00 -1.803847096E-01  2.883866727E-01  2.551684546E-01 
       163  2.556943246E-01  2.892217159E-01 -1.803841268E-01  2.279711661E-02 -2.787835529E-01 -1.803841268E-01  2.892217159E-01  2.556943246E-01 
       164  2.550128698E-01  2.881396115E-01 -1.803783923E-01  2.334078333E-01  0.000000000E+00 -1.803783923E-01  2.881396115E-01  2.550128698E-01 
       165  2.547105776E-01  2.876595784E-01 -1.803781042E-01  9.406221268E-03 -4.764083276E-02 -1.803781042E-01  2.876595784E-01  2.547105776E-01 
       166  2.556743829E-01  2.891900609E-01 -1.803769468E-01  2.524929595E-02 -2.460985512E-01 -1.803769468E-01  2.891900609E-01  2.556743829E-01 
       167  2.548848391E-01  2.879363000E-01 -1.803767830E-01  1.093824618E-01  0.000000000E+00 -1.803767830E-01  2.879363000E-01  2.548848391E-01 
       168  2.556506532E-01  2.891523924E-01 -1.803711623E-01  6.972536227E-02 -3.646713146E-02 -1.803711623E-01  2.891523924E-01  2.556506532E-01 
       169  2.545837538E-01  2.874581919E-01 -1.803505313E-01  3.012194902E-03 -5.230461181E-03 -1.803505313E-01  2.874581919E-01  2.545837538E-01 
       170  2.546335830E-01  2.875373350E-01 -1.803493718E-01  6.473853247E-03 -2.300112215E-02 -1.803493718E-01  2.875373350E-01  2.546335830E-01 
       171  2.545486380E-01  2.874024452E-01 -1.803230415E-01  1.496120453E-03 -1.279002657E-03 -1.803230415E-01  2.874024452E-01  2.545486380E-01 
       172  2.545333968E-01  2.873782543E-01 -1.803203338E-01  6.468596527E-04 -2.836351322E-04 -1.803203338E-01  2.873782543E-01  2.545333968E-01 
       173  2.545206846E-01  2.873580771E-01 -1.803185148E-01  1.933351169E-04 -3.557394124E-05 -1.803185148E-01  2.873580771E-01  2.545206846E-01 
       174  2.545100749E-01  2.873412371E-01 -1.803174019E-01  0.000000000E+00  1.449418963E-02 -1.803174019E-01  2.873412371E-01  2.545100749E-01 
       175  2.555583512E-01  2.890058223E-01 -1.802844135E-01  3.090912871E-01  0.000000000E+00 -1.802844135E-01  2.890058223E-01  2.555583512E-01 
       176  2.553188007E-01  2.886254041E-01 -1.802735098E-01  4.319460636E-01  0.000000000E+00 -1.802735098E-01  2.886254041E-01  2.553188007E-01 
