nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude       z-velocity       y-velocity       x-velocity         pressure     z-coordinate     y-coordinate     x-coordinate 
      7225  2.297904640E-01  3.027884364E-01 -1.735821962E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.146705304E+03 -1.735821962E-01  3.027884364E-01  2.297904640E-01 
      7226  1.985653788E-01  2.777568102E-01 -1.735818088E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.253182321E+03 -1.735818088E-01  2.777568102E-01  1.985653788E-01 
      7227  2.055379599E-01  2.923023999E-01 -1.735815704E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.240487864E+03 -1.735815704E-01  2.923023999E-01  2.055379599E-01 
      7228  2.063044012E-01  2.929472625E-01 -1.735812128E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.238585311E+03 -1.735812128E-01  2.929472625E-01  2.063044012E-01 
      7229  2.289952338E-01  3.030692339E-01 -1.735813171E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.152489193E+03 -1.735813171E-01  3.030692339E-01  2.289952338E-01 
      7230  2.340562344E-01  3.039959073E-01 -1.735809892E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.949682148E+03 -1.735809892E-01  3.039959073E-01  2.340562344E-01 
      7231  1.962200999E-01  2.738482356E-01 -1.735793501E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.267477424E+03 -1.735793501E-01  2.738482356E-01  1.962200999E-01 
      7232  2.056352496E-01  2.879487872E-01 -1.735790819E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237910564E+03 -1.735790819E-01  2.879487872E-01  2.056352496E-01 
      7233  2.372809649E-01  3.015600145E-01 -1.735790521E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.196776421E+03 -1.735790521E-01  3.015600145E-01  2.372809649E-01 
      7234  2.120053321E-01  2.949483097E-01 -1.735787094E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234373587E+03 -1.735787094E-01  2.949483097E-01  2.120053321E-01 
      7235  2.050466835E-01  2.918203771E-01 -1.735779345E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.238783226E+03 -1.735779345E-01  2.918203771E-01  2.050466835E-01 
      7236  2.024151981E-01  2.828734815E-01 -1.735776067E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.257302513E+03 -1.735776067E-01  2.828734815E-01  2.024151981E-01 
      7237  2.035782635E-01  2.897797525E-01 -1.735775769E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.233039729E+03 -1.735775769E-01  2.897797525E-01  2.035782635E-01 
      7238  1.904040426E-01  2.685334980E-01 -1.735772341E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.272958020E+03 -1.735772341E-01  2.685334980E-01  1.904040426E-01 
      7239  2.014247179E-01  2.873067260E-01 -1.735771745E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.248201874E+03 -1.735771745E-01  2.873067260E-01  2.014247179E-01 
      7240  2.108902186E-01  2.967624068E-01 -1.735771894E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237318351E+03 -1.735771894E-01  2.967624068E-01  2.108902186E-01 
      7241  1.899307519E-01  2.695119679E-01 -1.735770404E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.276904058E+03 -1.735770404E-01  2.695119679E-01  1.899307519E-01 
      7242  1.960943341E-01  2.807704508E-01 -1.735769659E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.258845639E+03 -1.735769659E-01  2.807704508E-01  1.960943341E-01 
      7243  2.001304775E-01  2.796083093E-01 -1.735767126E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.258369020E+03 -1.735767126E-01  2.796083093E-01  2.001304775E-01 
      7244  2.043422908E-01  2.863402665E-01 -1.735767573E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.245269851E+03 -1.735767573E-01  2.863402665E-01  2.043422908E-01 
      7245  2.341482043E-01  3.025145829E-01 -1.735768169E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.700204487E+03 -1.735768169E-01  3.025145829E-01  2.341482043E-01 
      7246  2.092175931E-01  2.931552529E-01 -1.735766679E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.231189528E+03 -1.735766679E-01  2.931552529E-01  2.092175931E-01 
      7247  1.920568347E-01  2.691415548E-01 -1.735761911E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.270545363E+03 -1.735761911E-01  2.691415548E-01  1.920568347E-01 
      7248  2.090401649E-01  2.952786088E-01 -1.735757887E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234275953E+03 -1.735757887E-01  2.952786088E-01  2.090401649E-01 
      7249  2.038188875E-01  2.855329812E-01 -1.735754609E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.243524200E+03 -1.735754609E-01  2.855329812E-01  2.038188875E-01 
      7250  1.912140697E-01  2.686256766E-01 -1.735749990E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.271405797E+03 -1.735749990E-01  2.686256766E-01  1.912140697E-01 
      7251  1.930863112E-01  2.758365870E-01 -1.735745817E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.262595172E+03 -1.735745817E-01  2.758365870E-01  1.930863112E-01 
      7252  1.936798841E-01  2.768644094E-01 -1.735745370E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.263664479E+03 -1.735745370E-01  2.768644094E-01  1.936798841E-01 
      7253  1.922636479E-01  2.693375051E-01 -1.735737920E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.270903732E+03 -1.735737920E-01  2.693375051E-01  1.922636479E-01 
      7254  1.928975731E-01  2.755212784E-01 -1.735738516E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.262903498E+03 -1.735738516E-01  2.755212784E-01  1.928975731E-01 
      7255  1.973825246E-01  2.820871174E-01 -1.735737622E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.261649286E+03 -1.735737622E-01  2.820871174E-01  1.973825246E-01 
      7256  2.083536983E-01  2.948119640E-01 -1.735737771E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232255396E+03 -1.735737771E-01  2.948119640E-01  2.083536983E-01 
      7257  2.060230970E-01  2.927589417E-01 -1.735731363E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.239892553E+03 -1.735731363E-01  2.927589417E-01  2.060230970E-01 
      7258  2.073534280E-01  2.939229906E-01 -1.735731810E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232294411E+03 -1.735731810E-01  2.939229906E-01  2.073534280E-01 
      7259  2.319048643E-01  3.040045202E-01 -1.735726744E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.084921694E+03 -1.735726744E-01  3.040045202E-01  2.319048643E-01 
      7260  2.058767825E-01  2.882720530E-01 -1.735722870E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.238036419E+03 -1.735722870E-01  2.882720530E-01  2.058767825E-01 
      7261  2.085922509E-01  2.949961126E-01 -1.735720336E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.233228955E+03 -1.735720336E-01  2.949961126E-01  2.085922509E-01 
      7262  2.289788425E-01  3.034220040E-01 -1.735721081E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.150744640E+03 -1.735721081E-01  3.034220040E-01  2.289788425E-01 
      7263  2.385072559E-01  3.014803529E-01 -1.735718846E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.220118561E+03 -1.735718846E-01  3.014803529E-01  2.385072559E-01 
      7264  1.924404204E-01  2.695049644E-01 -1.735717505E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.270495783E+03 -1.735717505E-01  2.695049644E-01  1.924404204E-01 
      7265  1.909351349E-01  2.723275125E-01 -1.735717356E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.256403821E+03 -1.735717356E-01  2.723275125E-01  1.909351349E-01 
      7266  2.316376120E-01  3.039629459E-01 -1.735717952E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.093098762E+03 -1.735717952E-01  3.039629459E-01  2.316376120E-01 
      7267  2.110221535E-01  2.969047129E-01 -1.735716015E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237841690E+03 -1.735716015E-01  2.969047129E-01  2.110221535E-01 
      7268  2.119994611E-01  2.970526814E-01 -1.735713184E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.239311255E+03 -1.735713184E-01  2.970526814E-01  2.119994611E-01 
      7269  2.292590886E-01  3.035612106E-01 -1.735713780E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.149475480E+03 -1.735713780E-01  3.035612106E-01  2.292590886E-01 
      7270  2.080744207E-01  2.919746041E-01 -1.735711098E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.230326427E+03 -1.735711098E-01  2.919746041E-01  2.080744207E-01 
      7271  2.359348536E-01  3.020368516E-01 -1.735709757E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.117492673E+03 -1.735709757E-01  3.020368516E-01  2.359348536E-01 
      7272  1.908308417E-01  2.717998028E-01 -1.735705733E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.250674492E+03 -1.735705733E-01  2.717998028E-01  1.908308417E-01 
      7273  2.026518285E-01  2.886038125E-01 -1.735705435E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.241307611E+03 -1.735705435E-01  2.886038125E-01  2.026518285E-01 
      7274  1.957776099E-01  2.730953097E-01 -1.735704094E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.265113463E+03 -1.735704094E-01  2.730953097E-01  1.957776099E-01 
      7275  1.900234371E-01  2.699193954E-01 -1.735702306E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.274252618E+03 -1.735702306E-01  2.699193954E-01  1.900234371E-01 
      7276  2.010904551E-01  2.810717523E-01 -1.735701114E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.260322200E+03 -1.735701114E-01  2.810717523E-01  2.010904551E-01 
      7277  2.098514736E-01  2.936570644E-01 -1.735701859E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232466482E+03 -1.735701859E-01  2.936570644E-01  2.098514736E-01 
      7278  2.032128274E-01  2.891150415E-01 -1.735699475E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.228827285E+03 -1.735699475E-01  2.891150415E-01  2.032128274E-01 
      7279  2.358015925E-01  3.037382960E-01 -1.735700220E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.168488086E+03 -1.735700220E-01  3.037382960E-01  2.358015925E-01 
      7280  2.351369113E-01  3.023563921E-01 -1.735697687E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.019674341E+03 -1.735697687E-01  3.023563921E-01  2.351369113E-01 
      7281  2.075167447E-01  2.906318009E-01 -1.735695302E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237701667E+03 -1.735695302E-01  2.906318009E-01  2.075167447E-01 
      7282  1.899257898E-01  2.693167031E-01 -1.735690832E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.277194660E+03 -1.735690832E-01  2.693167031E-01  1.899257898E-01 
      7283  2.386589646E-01  3.024994135E-01 -1.735691726E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.249741981E+03 -1.735691726E-01  3.024994135E-01  2.386589646E-01 
      7284  1.955249757E-01  2.728211284E-01 -1.735688001E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.264359932E+03 -1.735688001E-01  2.728211284E-01  1.955249757E-01 
      7285  2.028334439E-01  2.838075459E-01 -1.735686511E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.258487086E+03 -1.735686511E-01  2.838075459E-01  2.028334439E-01 
      7286  2.119684964E-01  2.947772145E-01 -1.735685468E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234327460E+03 -1.735685468E-01  2.947772145E-01  2.119684964E-01 
      7287  1.965900511E-01  2.744175196E-01 -1.735683680E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.268324617E+03 -1.735683680E-01  2.744175196E-01  1.965900511E-01 
      7288  2.075869143E-01  2.941266596E-01 -1.735680103E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.231134220E+03 -1.735680103E-01  2.941266596E-01  2.075869143E-01 
      7289  2.067679316E-01  2.934014201E-01 -1.735674739E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.235685035E+03 -1.735674739E-01  2.934014201E-01  2.067679316E-01 
      7290  2.042782158E-01  2.861431837E-01 -1.735673100E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.247187543E+03 -1.735673100E-01  2.861431837E-01  2.042782158E-01 
      7291  2.081075758E-01  2.945861816E-01 -1.735673547E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.231126617E+03 -1.735673547E-01  2.945861816E-01  2.081075758E-01 
      7292  2.320764661E-01  3.040442169E-01 -1.735662669E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.080826900E+03 -1.735662669E-01  3.040442169E-01  2.320764661E-01 
      7293  1.976245493E-01  2.823606730E-01 -1.735653728E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.259164467E+03 -1.735653728E-01  2.823606730E-01  1.976245493E-01 
      7294  2.064959407E-01  2.932191789E-01 -1.735651344E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237639920E+03 -1.735651344E-01  2.932191789E-01  2.064959407E-01 
      7295  1.997368187E-01  2.791448236E-01 -1.735649407E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.256647141E+03 -1.735649407E-01  2.791448236E-01  1.997368187E-01 
      7296  1.927304715E-01  2.752963901E-01 -1.735647619E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.262892621E+03 -1.735647619E-01  2.752963901E-01  1.927304715E-01 
      7297  2.293276191E-01  3.028479517E-01 -1.735648513E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.151398249E+03 -1.735648513E-01  3.028479517E-01  2.293276191E-01 
      7298  2.121469378E-01  2.950683534E-01 -1.735646576E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234557036E+03 -1.735646576E-01  2.950683534E-01  2.121469378E-01 
      7299  1.909489632E-01  2.684679925E-01 -1.735644788E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.270999538E+03 -1.735644788E-01  2.684679925E-01  1.909489632E-01 
      7300  2.377895862E-01  3.014611006E-01 -1.735638231E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.205168430E+03 -1.735638231E-01  3.014611006E-01  2.377895862E-01 
      7301  1.990062892E-01  2.841616571E-01 -1.735633463E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.246492570E+03 -1.735633463E-01  2.841616571E-01  1.990062892E-01 
      7302  1.908993125E-01  2.722068131E-01 -1.735626608E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.255184463E+03 -1.735626608E-01  2.722068131E-01  1.908993125E-01 
      7303  2.091731280E-01  2.953961492E-01 -1.735627353E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234540568E+03 -1.735627353E-01  2.953961492E-01  2.091731280E-01 
      7304  2.052276731E-01  2.873805463E-01 -1.735624373E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.236950597E+03 -1.735624373E-01  2.873805463E-01  2.052276731E-01 
      7305  2.089691311E-01  2.929155231E-01 -1.735625267E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.230288889E+03 -1.735625267E-01  2.929155231E-01  2.089691311E-01 
      7306  1.966527700E-01  2.745923996E-01 -1.735620052E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.267913659E+03 -1.735620052E-01  2.745923996E-01  1.966527700E-01 
      7307  1.905667633E-01  2.710713744E-01 -1.735611707E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.254212810E+03 -1.735611707E-01  2.710713744E-01  1.905667633E-01 
      7308  2.386765629E-01  3.017098308E-01 -1.735610813E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.226393907E+03 -1.735610813E-01  3.017098308E-01  2.386765629E-01 
      7309  2.387415320E-01  3.022421896E-01 -1.735607386E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.242952859E+03 -1.735607386E-01  3.022421896E-01  2.387415320E-01 
      7310  2.097402811E-01  2.957552075E-01 -1.735602617E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234741791E+03 -1.735602617E-01  2.957552075E-01  2.097402811E-01 
      7311  2.042300552E-01  2.907864451E-01 -1.735600531E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.233832123E+03 -1.735600531E-01  2.907864451E-01  2.042300552E-01 
      7312  1.992353946E-01  2.849736214E-01 -1.735596657E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.252975271E+03 -1.735596657E-01  2.849736214E-01  1.992353946E-01 
      7313  2.288517654E-01  3.031644523E-01 -1.735593379E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.152305916E+03 -1.735593379E-01  3.031644523E-01  2.288517654E-01 
      7314  1.905625761E-01  2.683864832E-01 -1.735589504E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.271145676E+03 -1.735589504E-01  2.683864832E-01  1.905625761E-01 
      7315  2.064992934E-01  2.893314660E-01 -1.735582501E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232612802E+03 -1.735582501E-01  2.893314660E-01  2.064992934E-01 
      7316  2.070055902E-01  2.899278998E-01 -1.735578179E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234463659E+03 -1.735578179E-01  2.899278998E-01  2.070055902E-01 
      7317  2.380286902E-01  3.030070662E-01 -1.735577583E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.214632675E+03 -1.735577583E-01  3.030070662E-01  2.380286902E-01 
      7318  2.069544494E-01  2.936561406E-01 -1.735573709E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234439170E+03 -1.735573709E-01  2.936561406E-01  2.069544494E-01 
      7319  2.067742199E-01  2.896798551E-01 -1.735571772E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232724982E+03 -1.735571772E-01  2.896798551E-01  2.067742199E-01 
      7320  1.977656782E-01  2.763727009E-01 -1.735562980E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.256921272E+03 -1.735562980E-01  2.763727009E-01  1.977656782E-01 
      7321  2.100036144E-01  2.959762812E-01 -1.735560149E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234985437E+03 -1.735560149E-01  2.959762812E-01  2.100036144E-01 
      7322  2.118294537E-01  2.971852124E-01 -1.735559553E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.239387715E+03 -1.735559553E-01  2.971852124E-01  2.118294537E-01 
      7323  1.967141926E-01  2.747637331E-01 -1.735557616E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.267016054E+03 -1.735557616E-01  2.747637331E-01  1.967141926E-01 
      7324  2.045750767E-01  2.866472304E-01 -1.735558361E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.241481408E+03 -1.735558361E-01  2.866472304E-01  2.045750767E-01 
      7325  1.942170709E-01  2.776977122E-01 -1.735555977E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.264165504E+03 -1.735555977E-01  2.776977122E-01  1.942170709E-01 
      7326  2.022013813E-01  2.882123888E-01 -1.735551208E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.247307949E+03 -1.735551208E-01  2.882123888E-01  2.022013813E-01 
      7327  2.078361213E-01  2.943672538E-01 -1.735547185E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.230028572E+03 -1.735547185E-01  2.943672538E-01  2.078361213E-01 
      7328  2.031437606E-01  2.846485972E-01 -1.735544056E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.240283869E+03 -1.735544056E-01  2.846485972E-01  2.031437606E-01 
      7329  1.996993124E-01  2.857408524E-01 -1.735541224E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.256846343E+03 -1.735541224E-01  2.857408524E-01  1.996993124E-01 
      7330  1.955940127E-01  2.794161141E-01 -1.735536009E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.248904849E+03 -1.735536009E-01  2.794161141E-01  1.955940127E-01 
      7331  2.062063813E-01  2.888206840E-01 -1.735534221E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.235797311E+03 -1.735534221E-01  2.888206840E-01  2.062063813E-01 
      7332  2.361102849E-01  3.019781411E-01 -1.735533327E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.147166150E+03 -1.735533327E-01  3.019781411E-01  2.361102849E-01 
      7333  2.123043239E-01  2.957573831E-01 -1.735532135E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.236318393E+03 -1.735532135E-01  2.957573831E-01  2.123043239E-01 
      7334  2.021228671E-01  2.881200612E-01 -1.735529155E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.246874357E+03 -1.735529155E-01  2.881200612E-01  2.021228671E-01 
      7335  2.095591128E-01  2.956563234E-01 -1.735530049E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234805678E+03 -1.735530049E-01  2.956563234E-01  2.095591128E-01 
      7336  2.348013371E-01  3.038547337E-01 -1.735522151E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.527239192E+03 -1.735522151E-01  3.038547337E-01  2.348013371E-01 
      7337  1.979264468E-01  2.828005254E-01 -1.735520661E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.259244173E+03 -1.735520661E-01  2.828005254E-01  1.979264468E-01 
      7338  1.994512826E-01  2.854413986E-01 -1.735520810E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.254835096E+03 -1.735520810E-01  2.854413986E-01  1.994512826E-01 
      7339  1.899502724E-01  2.689620256E-01 -1.735519320E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.276170946E+03 -1.735519320E-01  2.689620256E-01  1.899502724E-01 
      7340  2.087572813E-01  2.927102447E-01 -1.735515893E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.229572662E+03 -1.735515893E-01  2.927102447E-01  2.087572813E-01 
      7341  2.121245861E-01  2.948939204E-01 -1.735514998E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.234383711E+03 -1.735514998E-01  2.948939204E-01  2.121245861E-01 
      7342  2.044056207E-01  2.911296487E-01 -1.735508442E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.235700548E+03 -1.735508442E-01  2.911296487E-01  2.044056207E-01 
      7343  2.029786408E-01  2.888744771E-01 -1.735506803E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.231935099E+03 -1.735506803E-01  2.888744771E-01  2.029786408E-01 
      7344  2.388409078E-01  3.019325733E-01 -1.735505760E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.238146217E+03 -1.735505760E-01  3.019325733E-01  2.388409078E-01 
      7345  1.924380064E-01  2.748327255E-01 -1.735504419E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.262025510E+03 -1.735504419E-01  2.748327255E-01  1.924380064E-01 
      7346  1.990085393E-01  2.784026265E-01 -1.735493988E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.250363146E+03 -1.735493988E-01  2.784026265E-01  1.990085393E-01 
      7347  2.053620219E-01  2.875067890E-01 -1.735492349E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.237541931E+03 -1.735492349E-01  2.875067890E-01  2.053620219E-01 
      7348  1.912470162E-01  2.730180919E-01 -1.735490412E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.260396574E+03 -1.735490412E-01  2.730180919E-01  1.912470162E-01 
      7349  1.957423836E-01  2.797903121E-01 -1.735489815E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.251860152E+03 -1.735489815E-01  2.797903121E-01  1.957423836E-01 
      7350  2.060813904E-01  2.885229886E-01 -1.735489219E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.238007040E+03 -1.735489219E-01  2.885229886E-01  2.060813904E-01 
      7351  2.056147903E-01  2.924394608E-01 -1.735487878E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.240717130E+03 -1.735487878E-01  2.924394608E-01  2.056147903E-01 
      7352  2.101578116E-01  2.938398123E-01 -1.735488474E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232612447E+03 -1.735488474E-01  2.938398123E-01  2.101578116E-01 
      7353  2.112332582E-01  2.970866859E-01 -1.735487729E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.238518777E+03 -1.735487729E-01  2.970866859E-01  2.112332582E-01 
      7354  2.002314627E-01  2.797471881E-01 -1.735484898E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.258629683E+03 -1.735484898E-01  2.797471881E-01  2.002314627E-01 
      7355  2.096383423E-01  2.933862507E-01 -1.735485345E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.232113833E+03 -1.735485345E-01  2.933862507E-01  2.096383423E-01 
