nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude       z-velocity       y-velocity       x-velocity         pressure     z-coordinate     y-coordinate     x-coordinate 
        43  2.545861035E-01  2.874619204E-01 -1.814552840E-01  1.352665840E-05 -7.425673549E-06 -1.092021662E-05  2.808313884E-06  0.000000000E+00 -1.814552840E-01  2.874619204E-01  2.545861035E-01 
        44  2.544662654E-01  2.872716486E-01 -1.814234853E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.524767511E-05 -1.814234853E-01  2.872716486E-01  2.544662654E-01 
        45  2.544696161E-01  2.872769690E-01 -1.814218422E-01  5.084423925E-07 -3.112716742E-07 -3.943674742E-07  2.494669545E-08  0.000000000E+00 -1.814218422E-01  2.872769690E-01  2.544696161E-01 
        46  2.544729667E-01  2.872822893E-01 -1.814201991E-01  1.078908762E-06 -6.428370158E-07 -8.536800979E-07  7.289563851E-08  0.000000000E+00 -1.814201991E-01  2.872822893E-01  2.544729667E-01 
        47  2.550853366E-01  2.882546691E-01 -1.814196502E-01  2.216693007E-03 -1.129274350E-03 -1.226848119E-03  1.049871864E-03  0.000000000E+00 -1.814196502E-01  2.882546691E-01  2.550853366E-01 
        48  2.544763173E-01  2.872876096E-01 -1.814185560E-01  2.877308893E-06 -1.706281553E-06 -2.266594933E-06  4.121938785E-07  0.000000000E+00 -1.814185560E-01  2.872876096E-01  2.544763173E-01 
        49  2.549842339E-01  2.880941559E-01 -1.814025476E-01  3.130793863E-03 -2.293656802E-03 -1.705915725E-03  5.571963314E-04 -8.048255193E-05 -1.814025476E-01  2.880941559E-01  2.549842339E-01 
        50  2.545108199E-01  2.875386775E-01 -1.814013273E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.873317957E-05 -1.814013273E-01  2.875386775E-01  2.545108199E-01 
        51  2.546239392E-01  2.875220239E-01 -1.813968632E-01  2.292918893E-05 -1.081587734E-05 -1.807152378E-05  7.736733375E-06  0.000000000E+00 -1.813968632E-01  2.875220239E-01  2.546239392E-01 
        52  2.548641003E-01  2.879033879E-01 -1.813962673E-01  1.321222428E-03 -7.700908074E-04 -1.051272626E-03 -1.646868470E-04  0.000000000E+00 -1.813962673E-01  2.879033879E-01  2.548641003E-01 
        53  2.544737756E-01  2.874504924E-01 -1.813946366E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  7.090327983E-05 -1.813946366E-01  2.874504924E-01  2.544737756E-01 
        54  2.544677556E-01  2.873635590E-01 -1.813855320E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.788241775E-05 -1.813855320E-01  2.873635590E-01  2.544677556E-01 
        55  2.546586096E-01  2.880559266E-01 -1.813695878E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.906558179E-02 -1.813695878E-01  2.880559266E-01  2.546586096E-01 
        56  2.550893938E-01  2.882611204E-01 -1.813671433E-01  6.304497475E-03 -2.949892416E-03 -4.030866159E-03  3.242038851E-03  0.000000000E+00 -1.813671433E-01  2.882611204E-01  2.550893938E-01 
        57  2.545668976E-01  2.874314291E-01 -1.813606914E-01  1.700065716E-05 -1.058423701E-05 -1.148530589E-05  5.996795979E-06  0.000000000E+00 -1.813606914E-01  2.874314291E-01  2.545668976E-01 
        58  2.545169900E-01  2.873521970E-01 -1.813576088E-01  8.476974548E-06 -4.878320534E-06 -6.658377891E-06  1.862417926E-06  0.000000000E+00 -1.813576088E-01  2.873521970E-01  2.545169900E-01 
        59  2.545318604E-01  2.876564562E-01 -1.813562661E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.641333913E-03 -1.813562661E-01  2.876564562E-01  2.545318604E-01 
        60  2.550120950E-01  2.884951830E-01 -1.813556105E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.305191809E-01 -1.813556105E-01  2.884951830E-01  2.550120950E-01 
        61  2.548663616E-01  2.882746160E-01 -1.813527793E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.787581153E-01 -1.813527793E-01  2.882746160E-01  2.548663616E-01 
        62  2.546892105E-01  2.876256740E-01 -1.813520632E-01  1.046584884E-04 -5.066863589E-05 -2.216547150E-05 -3.474840041E-05 -6.752451090E-06 -1.813520632E-01  2.876256740E-01  2.546892105E-01 
        63  2.552462518E-01  2.885102332E-01 -1.813519001E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.164787401E-01 -1.813519001E-01  2.885102332E-01  2.552462518E-01 
        64  2.544673085E-01  2.875402272E-01 -1.813176572E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  9.220558920E-04 -1.813176572E-01  2.875402272E-01  2.544673085E-01 
        65  2.544474006E-01  2.872416973E-01 -1.813104004E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.622773742E-05 -1.813104004E-01  2.872416973E-01  2.544474006E-01 
        66  2.544558696E-01  2.872551443E-01 -1.813064070E-01  2.256596226E-06 -1.468235862E-06 -1.707884721E-06  6.350656088E-08  0.000000000E+00 -1.813064070E-01  2.872551443E-01  2.544558696E-01 
        67  2.550912834E-01  2.882641316E-01 -1.813040606E-01  2.444507022E-02 -7.191820999E-03 -1.826137922E-02  1.384243846E-02  0.000000000E+00 -1.813040606E-01  2.882641316E-01  2.550912834E-01 
        68  2.552490339E-01  2.885146434E-01 -1.813027769E-01  4.450425989E-03 -1.243269893E-03 -3.946244707E-03  1.257947935E-03  0.000000000E+00 -1.813027769E-01  2.885146434E-01  2.552490339E-01 
        69  2.544659630E-01  2.872711703E-01 -1.813009739E-01  5.024063227E-06 -3.315770048E-06 -3.757750404E-06  3.239190023E-07  0.000000000E+00 -1.813009739E-01  2.872711703E-01  2.544659630E-01 
        70  2.544789376E-01  2.872917715E-01 -1.812964444E-01  8.853929314E-06 -5.742243643E-06 -6.539895037E-06  1.292002529E-06  0.000000000E+00 -1.812964444E-01  2.872917715E-01  2.544789376E-01 
        71  2.545735240E-01  2.878542244E-01 -1.812925935E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.838007837E-02 -1.812925935E-01  2.878542244E-01  2.545735240E-01 
        72  2.544527650E-01  2.873637974E-01 -1.812830865E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.932329704E-05 -1.812830865E-01  2.873637974E-01  2.544527650E-01 
        73  2.547980931E-01  2.877985438E-01 -1.812633877E-01  1.017219990E-03 -6.812805239E-04 -5.393109682E-04 -1.056736453E-04 -1.992888441E-04 -1.812633877E-01  2.877985438E-01  2.547980931E-01 
        74  2.553903162E-01  2.887389660E-01 -1.812551618E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.499822086E-01 -1.812551618E-01  2.887389660E-01  2.553903162E-01 
        75  2.545304461E-01  2.873735477E-01 -1.812517249E-01  2.275246651E-05 -1.715920510E-05 -1.170141812E-05  6.776877455E-06  0.000000000E+00 -1.812517249E-01  2.873735477E-01  2.545304461E-01 
        76  2.551645041E-01  2.887506187E-01 -1.812474579E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.695320489E-01 -1.812474579E-01  2.887506187E-01  2.551645041E-01 
        77  2.552501696E-01  2.885164384E-01 -1.812447334E-01  1.478234171E-02 -4.277725618E-03 -1.218429547E-02  6.995323147E-03  0.000000000E+00 -1.812447334E-01  2.885164384E-01  2.552501696E-01 
        78  2.549332583E-01  2.880132106E-01 -1.812434389E-01  1.026587172E-02 -3.830856389E-03 -7.751542868E-03  4.764619199E-03  0.000000000E+00 -1.812434389E-01  2.880132106E-01  2.549332583E-01 
        79  2.546106295E-01  2.875008769E-01 -1.812406863E-01  4.654115564E-05 -2.437280926E-05  3.485500238E-06 -6.141788108E-06 -8.453680017E-07 -1.812406863E-01  2.875008769E-01  2.546106295E-01 
        80  2.549389303E-01  2.887623012E-01 -1.812397838E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -8.518679846E-01 -1.812397838E-01  2.887623012E-01  2.549389303E-01 
        81  2.547759414E-01  2.885141969E-01 -1.812370569E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.168652490E-01 -1.812370569E-01  2.885141969E-01  2.547759414E-01 
        82  2.546382248E-01  2.883045375E-01 -1.812347621E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.733774670E-01 -1.812347621E-01  2.883045375E-01  2.546382248E-01 
        83  2.544493377E-01  2.874895036E-01 -1.812134236E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.090186496E-03 -1.812134236E-01  2.874895036E-01  2.544493377E-01 
        84  2.553891010E-01  2.887370395E-01 -1.812099277E-01  4.743332623E-03 -1.411553732E-03 -4.285820711E-03  3.360472335E-04 -4.180853728E-04 -1.812099277E-01  2.887370395E-01  2.553891010E-01 
        85  2.544582784E-01  2.876663506E-01 -1.812094599E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.999878944E-04 -1.812094599E-01  2.876663506E-01  2.544582784E-01 
        86  2.544355392E-01  2.872889638E-01 -1.812046319E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.113309914E-05 -1.812046319E-01  2.872889638E-01  2.544355392E-01 
        87  2.547416091E-01  2.887833416E-01 -1.811772436E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.130033084E+00 -1.811772436E-01  2.887833416E-01  2.547416091E-01 
        88  2.552485890E-01  2.885139189E-01 -1.811764324E-01  5.096917218E-02 -1.045854591E-02 -3.987627447E-02  2.980277887E-02  0.000000000E+00 -1.811764324E-01  2.885139189E-01  2.552485890E-01 
        89  2.544236779E-01  2.872039974E-01 -1.811679453E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.808339854E-04 -1.811679453E-01  2.872039974E-01  2.544236779E-01 
        90  2.545608580E-01  2.885637581E-01 -1.811639667E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -8.630431323E-01 -1.811639667E-01  2.885637581E-01  2.545608580E-01 
        91  2.544366673E-01  2.872246259E-01 -1.811621261E-01  8.742134602E-06 -5.683791477E-06 -6.607648425E-06  4.987793625E-07  0.000000000E+00 -1.811621261E-01  2.872246259E-01  2.544366673E-01 
        92  2.544348240E-01  2.873640656E-01 -1.811604649E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.456916879E-04 -1.811604649E-01  2.873640656E-01  2.544348240E-01 
        93  2.553858931E-01  2.887319490E-01 -1.811575402E-01  1.496698594E-02 -4.109600075E-03 -1.299811336E-02  5.765596308E-03  0.000000000E+00 -1.811575402E-01  2.887319490E-01  2.553858931E-01 
        94  2.545480430E-01  2.880811393E-01 -1.811568886E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.809272367E-01 -1.811568886E-01  2.880811393E-01  2.545480430E-01 
        95  2.547007493E-01  2.876439624E-01 -1.811553459E-01  4.525832823E-04 -1.920971040E-04  9.025469159E-05 -3.811485039E-04 -1.788271450E-04 -1.811553459E-01  2.876439624E-01  2.547007493E-01 
        96  2.544516451E-01  2.872484121E-01 -1.811548276E-01  1.998655219E-05 -1.252030860E-05 -1.540622208E-05  2.077199591E-06  0.000000000E+00 -1.811548276E-01  2.872484121E-01  2.544516451E-01 
        97  2.544695088E-01  2.872767815E-01 -1.811467195E-01  3.495390123E-05 -2.289361415E-05 -2.555978938E-05  5.913173606E-06  0.000000000E+00 -1.811467195E-01  2.872767815E-01  2.544695088E-01 
        98  2.553293109E-01  2.889391184E-01 -1.811437756E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.440742802E-01 -1.811437756E-01  2.889391184E-01  2.553293109E-01 
        99  2.548701465E-01  2.890313566E-01 -1.811410785E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.440663295E+00 -1.811410785E-01  2.890313566E-01  2.548701465E-01 
       100  2.551291883E-01  2.889624536E-01 -1.811297685E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.121058907E-01 -1.811297685E-01  2.889624536E-01  2.551291883E-01 
       101  2.544563115E-01  2.892095447E-01 -1.811271459E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.547477612E-01 -1.811271459E-01  2.892095447E-01  2.544563115E-01 
       102  2.554972768E-01  2.889088094E-01 -1.811258197E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.269309620E-01 -1.811258197E-01  2.889088094E-01  2.554972768E-01 
       103  2.545385175E-01  2.873863646E-01 -1.811065020E-01  8.159188154E-05 -6.675794963E-05 -3.548105180E-05  2.164570642E-05  0.000000000E+00 -1.811065020E-01  2.873863646E-01  2.545385175E-01 
       104  2.540982664E-01  2.895060182E-01 -1.811010540E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  4.351840831E-01 -1.811010540E-01  2.895060182E-01  2.540982664E-01 
       105  2.553798753E-01  2.887223968E-01 -1.810971464E-01  4.843851996E-02 -1.034994241E-02 -3.828626894E-02  2.757134959E-02  0.000000000E+00 -1.810971464E-01  2.887223968E-01  2.553798753E-01 
       106  2.544872165E-01  2.888104618E-01 -1.810965985E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.046209055E+00 -1.810965985E-01  2.888104618E-01  2.544872165E-01 
       107  2.548760185E-01  2.879223189E-01 -1.810954340E-01  1.237141300E-02 -4.313498034E-03 -9.677212806E-03  5.980841968E-03 -1.899769696E-04 -1.810954340E-01  2.879223189E-01  2.548760185E-01 
       108  2.554927324E-01  2.889015975E-01 -1.810897747E-01  3.369997941E-03 -1.248883936E-03 -2.445344893E-03 -1.030152680E-03 -2.072736184E-03 -1.810897747E-01  2.889015975E-01  2.554927324E-01 
       109  2.544315457E-01  2.875081003E-01 -1.810851544E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.015797051E-03 -1.810851544E-01  2.875081003E-01  2.544315457E-01 
       110  2.546460629E-01  2.890267670E-01 -1.810784191E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.268565540E+00 -1.810784191E-01  2.890267670E-01  2.546460629E-01 
       111  2.544156909E-01  2.872734070E-01 -1.810772866E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.222653441E-04 -1.810772866E-01  2.872734070E-01  2.544156909E-01 
       112  2.544465363E-01  2.878297865E-01 -1.810692698E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.434918748E-02 -1.810692698E-01  2.878297865E-01  2.544465363E-01 
       113  2.528588772E-01  2.916477621E-01 -1.810654253E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.199059766E+01 -1.810654253E-01  2.916477621E-01  2.528588772E-01 
       114  2.544272840E-01  2.895813286E-01 -1.810617298E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.927566489E-02 -1.810617298E-01  2.895813286E-01  2.544272840E-01 
       115  2.546297014E-01  2.894097865E-01 -1.810604632E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.829359763E-01 -1.810604632E-01  2.894097865E-01  2.546297014E-01 
       116  2.545078993E-01  2.882944047E-01 -1.810592413E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.794270814E-01 -1.810592413E-01  2.882944047E-01  2.545078993E-01 
       117  2.548131645E-01  2.892543077E-01 -1.810593009E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.588218316E+00 -1.810593009E-01  2.892543077E-01  2.548131645E-01 
       118  2.546220487E-01  2.875189894E-01 -1.810579949E-01  2.283719111E-04 -1.270680592E-04  2.933263494E-05 -1.019788446E-04 -2.439155268E-05 -1.810579949E-01  2.875189894E-01  2.546220487E-01 
       119  2.542588711E-01  2.896898091E-01 -1.810553968E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.751356145E-01 -1.810553968E-01  2.896898091E-01  2.542588711E-01 
       120  2.550642192E-01  2.891792953E-01 -1.810516566E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.595287313E+00 -1.810516566E-01  2.891792953E-01  2.550642192E-01 
       121  2.541165948E-01  2.893153131E-01 -1.810498387E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  3.108622191E-01 -1.810498387E-01  2.893153131E-01  2.541165948E-01 
       122  2.554861711E-01  2.888911836E-01 -1.810484096E-01  9.161866075E-03 -3.252016803E-03 -7.801723308E-03  1.777667753E-03 -1.569953518E-03 -1.810484096E-01  2.888911836E-01  2.554861711E-01 
       123  2.540723085E-01  2.898099720E-01 -1.810483634E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  4.097563439E-01 -1.810483634E-01  2.898099720E-01  2.540723085E-01 
       124  2.542822957E-01  2.890154421E-01 -1.810467839E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.141140188E-01 -1.810467839E-01  2.890154421E-01  2.542822957E-01 
       125  2.527476847E-01  2.916644216E-01 -1.810454726E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.183373076E+01 -1.810454726E-01  2.916644216E-01  2.527476847E-01 
       126  2.552753389E-01  2.891162038E-01 -1.810452491E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -8.620112096E-01 -1.810452491E-01  2.891162038E-01  2.552753389E-01 
       127  2.542755306E-01  2.893691659E-01 -1.810352355E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.386454371E-02 -1.810352355E-01  2.893691659E-01  2.542755306E-01 
       128  2.554219663E-01  2.890813053E-01 -1.810348481E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.046033390E-01 -1.810348481E-01  2.890813053E-01  2.554219663E-01 
       129  2.528173923E-01  2.918572426E-01 -1.810327172E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.181445075E+01 -1.810327172E-01  2.918572426E-01  2.528173923E-01 
       130  2.527754903E-01  2.915428579E-01 -1.810323894E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.190921775E+01 -1.810323894E-01  2.915428579E-01  2.527754903E-01 
