nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1  2.547175288E-01  2.876706123E-01 -1.816828549E-01 -8.661915941E-03 -5.265849375E-03  4.159477272E-03  1.307611079E-02  4.188324270E-03 -1.816828549E-01  2.876706123E-01  2.547175288E-01 
         2  2.548512220E-01  2.878829241E-01 -1.816360205E-01 -1.825541167E-03 -1.346677302E-02 -1.330587458E-02  3.197966634E-02  2.038384376E-02 -1.816360205E-01  2.878829241E-01  2.548512220E-01 
         3  2.546454668E-01  2.875562012E-01 -1.816323549E-01  2.983371985E-04 -2.255287187E-03 -1.026351873E-03  3.021383179E-03  1.338894426E-03 -1.816323549E-01  2.875562012E-01  2.546454668E-01 
         4  2.545785308E-01  2.874499261E-01 -1.815854460E-01 -8.071132625E-04 -6.143589625E-04  1.441941578E-04  1.153436561E-03  1.437577598E-03 -1.815854460E-01  2.874499261E-01  2.545785308E-01 
         5  2.546952367E-01  2.877734601E-01 -1.815741956E-01  9.218144353E-04  6.367030778E-04  5.429406873E-04  1.473957619E-02  2.326960944E-02 -1.815741956E-01  2.877734601E-01  2.546952367E-01 
         6  2.545055747E-01  2.873340249E-01 -1.815646887E-01 -5.282399802E-04 -7.114468566E-04 -1.559728841E-04  9.293292658E-04 -2.080201846E-04 -1.815646887E-01  2.873340249E-01  2.545055747E-01 
         7  2.546342313E-01  2.876330912E-01 -1.815607548E-01  6.246472032E-05 -3.951622213E-03 -1.537600326E-03  8.447014939E-03  1.494792688E-02 -1.815607548E-01  2.876330912E-01  2.546342313E-01 
         8  2.549690902E-01  2.880701125E-01 -1.815471649E-01 -1.489160955E-02 -5.600681321E-02 -4.695323620E-02  9.721088692E-02  8.425902242E-02 -1.815471649E-01  2.880701125E-01  2.549690902E-01 
         9  2.545777857E-01  2.875143886E-01 -1.815407425E-01 -2.244809846E-04  1.532969457E-04  1.851385780E-04  1.940827490E-03  2.830558863E-03 -1.815407425E-01  2.875143886E-01  2.545777857E-01 
        10  2.545290291E-01  2.874064445E-01 -1.815271378E-01 -3.477699801E-04 -7.532014810E-04 -2.245336415E-04  1.009843891E-03  1.988435121E-03 -1.815271378E-01  2.874064445E-01  2.545290291E-01 
        11  2.544733286E-01  2.872828245E-01 -1.815232784E-01 -4.809977340E-04 -3.060151295E-04  1.924204161E-05  5.734176745E-04 -1.273581556E-05 -1.815232784E-01  2.872828245E-01  2.544733286E-01 
        12  2.544800043E-01  2.873633802E-01 -1.814693660E-01 -2.816073997E-05 -1.824179634E-04 -1.237322562E-04  8.224478269E-04  1.556715188E-03 -1.814693660E-01  2.873633802E-01  2.544800043E-01 
        13  2.545178235E-01  2.874630094E-01 -1.814692020E-01  1.211858464E-03  8.363285654E-04 -3.367132233E-04  1.942038663E-03  3.515446265E-03 -1.814692020E-01  2.874630094E-01  2.545178235E-01 
        14  2.545597255E-01  2.875734568E-01 -1.814690083E-01  4.776038244E-03  1.275488141E-03 -2.099705985E-03  8.423088283E-03  4.528344795E-03 -1.814690083E-01  2.875734568E-01  2.545597255E-01 
        15  2.546109259E-01  2.877084315E-01 -1.814687997E-01  1.665990444E-02  1.002877886E-02 -5.201041764E-03  2.427899060E-02  1.991187070E-02 -1.814687997E-01  2.877084315E-01  2.546109259E-01 
        16  2.546735406E-01  2.878735065E-01 -1.814685166E-01  4.045791981E-02  4.214984781E-02 -1.940830697E-02  7.004791993E-02 -2.315864919E-02 -1.814685166E-01  2.878735065E-01  2.546735406E-01 
        17  2.548077404E-01  2.879965901E-01 -1.814668328E-01  7.581548923E-02  6.434933872E-02 -8.702526210E-02  1.561956806E-01 -6.022696190E-02 -1.814668328E-01  2.879965901E-01  2.548077404E-01 
        18  2.549477816E-01  2.881250679E-01 -1.814650744E-01  1.027861178E-01  8.608156913E-02 -1.481139926E-01  2.869679095E-01  2.787831449E-03 -1.814650744E-01  2.881250679E-01  2.549477816E-01 
        19  2.550802231E-01  2.882465422E-01 -1.814634055E-01  6.730460159E-02  1.152760793E-01 -2.565742026E-02  3.952621558E-01 -3.746845121E-01 -1.814634055E-01  2.882465422E-01  2.550802231E-01 
        20  2.544662654E-01  2.872716486E-01 -1.814234853E-01 -2.104682018E-04 -4.121243982E-04 -3.020203814E-05  5.490591274E-04  3.621473453E-04 -1.814234853E-01  2.872716486E-01  2.544662654E-01 
        21  2.545108199E-01  2.875386775E-01 -1.814013273E-01  4.496016608E-03  4.251251206E-03 -7.531415582E-04  7.005753864E-03  5.631546422E-03 -1.814013273E-01  2.875386775E-01  2.545108199E-01 
        22  2.544737756E-01  2.874504924E-01 -1.813946366E-01  1.435269899E-03  1.865677537E-03 -2.302958493E-04  2.696757435E-03  2.583809201E-03 -1.813946366E-01  2.874504924E-01  2.544737756E-01 
        23  2.544677556E-01  2.873635590E-01 -1.813855320E-01  2.732419184E-05  1.925136921E-04  1.494199982E-06  7.218209562E-04  3.076123089E-03 -1.813855320E-01  2.873635590E-01  2.544677556E-01 
        24  2.546586096E-01  2.880559266E-01 -1.813695878E-01  1.532215809E-01  2.030455431E-01 -7.233076799E-02  2.673057425E-01 -4.215130658E-01 -1.813695878E-01  2.880559266E-01  2.546586096E-01 
        25  2.545318604E-01  2.876564562E-01 -1.813562661E-01  1.896360719E-02  1.668747427E-02 -3.645872462E-03  2.654033988E-02  5.026156660E-03 -1.813562661E-01  2.876564562E-01  2.545318604E-01 
        26  2.550120950E-01  2.884951830E-01 -1.813556105E-01 -1.480529460E-01 -9.146746298E-02  4.600772887E-01  7.071375696E-01 -2.992967961E+00 -1.813556105E-01  2.884951830E-01  2.550120950E-01 
        27  2.548663616E-01  2.882746160E-01 -1.813527793E-01  1.749735339E-01  3.525333715E-01 -7.859193131E-02  4.575563568E-01 -1.001837707E+00 -1.813527793E-01  2.882746160E-01  2.548663616E-01 
        28  2.552462518E-01  2.885102332E-01 -1.813519001E-01 -2.947331744E-01 -6.740905791E-01  3.877287577E-01  8.429402724E-01 -1.269016760E+00 -1.813519001E-01  2.885102332E-01  2.552462518E-01 
        29  2.544673085E-01  2.875402272E-01 -1.813176572E-01  6.532171354E-03  1.079149619E-02 -6.291656424E-04  1.361224058E-02  4.316595937E-03 -1.813176572E-01  2.875402272E-01  2.544673085E-01 
        30  2.544474006E-01  2.872416973E-01 -1.813104004E-01 -7.077744644E-04 -6.600280902E-04  5.303066458E-05  1.109686096E-03  5.115268174E-04 -1.813104004E-01  2.872416973E-01  2.544474006E-01 
        31  2.545735240E-01  2.878542244E-01 -1.812925935E-01  9.759649889E-02  1.178887175E-01 -2.243068603E-02  1.558789656E-01 -1.360786749E-01 -1.812925935E-01  2.878542244E-01  2.545735240E-01 
        32  2.544527650E-01  2.873637974E-01 -1.812830865E-01 -3.403922715E-04  1.236129233E-03  8.578496744E-05  4.258799544E-03  6.204027506E-03 -1.812830865E-01  2.873637974E-01  2.544527650E-01 
        33  2.553903162E-01  2.887389660E-01 -1.812551618E-01 -2.515942502E-01 -4.524419905E-01 -6.412259163E-02  7.508191914E-01 -1.683354051E+00 -1.812551618E-01  2.887389660E-01  2.553903162E-01 
        34  2.551645041E-01  2.887506187E-01 -1.812474579E-01 -4.421448956E-01 -8.640445756E-01  6.585918776E-01  1.221560645E+00 -6.152545285E+00 -1.812474579E-01  2.887506187E-01  2.551645041E-01 
        35  2.549389303E-01  2.887623012E-01 -1.812397838E-01 -4.198185329E-01 -6.572751083E-01  1.135973304E+00  1.472659013E+00 -1.079354045E+01 -1.812397838E-01  2.887623012E-01  2.549389303E-01 
        36  2.547759414E-01  2.885141969E-01 -1.812370569E-01 -7.610478337E-02  2.999595225E-01  4.200166022E-01  6.693731744E-01 -4.192486258E+00 -1.812370569E-01  2.885141969E-01  2.547759414E-01 
        37  2.546382248E-01  2.883045375E-01 -1.812347621E-01  2.445548638E-01  4.743387086E-01 -1.353041527E-01  5.604075866E-01 -1.893859358E+00 -1.812347621E-01  2.883045375E-01  2.546382248E-01 
        38  2.544493377E-01  2.874895036E-01 -1.812134236E-01  5.304402168E-03  1.879376409E-02  2.350112467E-04  2.003535006E-02  9.383400392E-03 -1.812134236E-01  2.874895036E-01  2.544493377E-01 
        39  2.544582784E-01  2.876663506E-01 -1.812094599E-01  4.008555227E-02  5.533247723E-02 -3.162335187E-03  6.966203224E-02 -3.120718577E-02 -1.812094599E-01  2.876663506E-01  2.544582784E-01 
        40  2.544355392E-01  2.872889638E-01 -1.812046319E-01 -1.356784154E-03 -1.305264558E-03  9.870685218E-05  2.949125813E-03  3.927243492E-03 -1.812046319E-01  2.872889638E-01  2.544355392E-01 
        41  2.547416091E-01  2.887833416E-01 -1.811772436E-01 -6.536980354E-01 -8.610182804E-01  1.339686302E+00  1.927724300E+00 -1.436884316E+01 -1.811772436E-01  2.887833416E-01  2.547416091E-01 
        42  2.544236779E-01  2.872039974E-01 -1.811679453E-01 -1.622287285E-03 -8.880371437E-04  1.699158163E-04  2.481715223E-03  3.011876080E-03 -1.811679453E-01  2.872039974E-01  2.544236779E-01 
        43  2.545608580E-01  2.885637581E-01 -1.811639667E-01  8.381614326E-02  4.981808404E-01  1.055675354E-01  7.044960441E-01 -6.248855725E+00 -1.811639667E-01  2.885637581E-01  2.545608580E-01 
        44  2.544348240E-01  2.873640656E-01 -1.811604649E-01  9.268089796E-04  3.943588216E-03  3.818620507E-05  8.621573651E-03  1.268680922E-02 -1.811604649E-01  2.873640656E-01  2.544348240E-01 
        45  2.545480430E-01  2.880811393E-01 -1.811568886E-01  3.072181925E-01  4.146622021E-01 -1.354426958E-01  5.387662671E-01 -1.017469925E+00 -1.811568886E-01  2.880811393E-01  2.545480430E-01 
        46  2.553293109E-01  2.889391184E-01 -1.811437756E-01 -1.772705737E-01 -1.973701378E-01 -1.817967851E-01  8.809545153E-01 -7.702188912E+00 -1.811437756E-01  2.889391184E-01  2.553293109E-01 
